,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
xmas,4.369939309845871E-8,7.429125827643389E-4,7.9022054279508E-4,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,3.48600525759313E-7,1.84563316003557E-4,5.902625682690308E-8,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8863256091974294E-4,0.0010635143682545657,3.3018414700062375E-7,2.7480175065607026E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
tape,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,3.6894225307004754E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8863256091974294E-4,1.772228575661666E-7,3.3018414700062375E-7,0.0015107916336668812,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,1.472014835202385E-4,1.3224866729140747E-4,1.0737332977353022E-4,2.4779382958673193E-7,9.316527435822403E-8
recomend,8.744248559001586E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,5.156401836513973E-4,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,3.7707667772268294E-4,1.772228575661666E-7,3.3018414700062375E-7,2.7480175065607026E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,0.001982598430523442,9.316527435822403E-8
grade,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,4.700800752880099E-4,2.3134155197330872E-7,1.669554055606991E-4,6.020556544940702E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.1811153991063306E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,9.908826251488717E-4,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,9.919476394439235E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
slick,3.0593945108230944E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.0117826594131143E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.1811153991063306E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.97518184026483E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
powerpoint,7.429333820668965E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,4.897673861914969E-4,9.111994119985561E-5,1.8844411680294003E-7,1.7740008042373273E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
disapoint,4.369939309845871E-8,1.4855280599166946E-7,1.5817051856386222E-4,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,0.0015464051684617869,4.4539781191925496E-4,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,6.867983783263406E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.308695725036213E-5,1.0726606370982042E-7,9.914231121765146E-4,9.316527435822403E-8
1280x800,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.489491262850722E-4,1.8437893706649055E-7,2.951903103913423E-4,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.7740008042373273E-4,3.3018414700062375E-7,1.3733220922342343E-7,1.2047738894566397E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.9110574525251893E-4,7.356395978022915E-8,2.97518184026483E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
tie,2.622400579838507E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.489491262850722E-4,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,4.251150605595396E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,7.894696350093683E-4,2.908149303221968E-7,7.356395978022915E-8,9.919476394439235E-5,1.0726606370982042E-7,2.4804162341631863E-4,2.7958898834903027E-4
narrow,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2281019976570424E-4,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,3.474715129375169E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0393555861731242E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2047738894566397E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.9110574525251893E-4,7.356395978022915E-8,4.297337974145435E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
prove,4.369939309845871E-8,2.9725416478933056E-4,1.5801250605780445E-7,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.1811153991063306E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.2148313386891781E-4,5.655207945256229E-4,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.943294030806968E-4,1.3224866729140747E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
walmart,4.369939309845871E-8,5.943597767726695E-4,1.5817051856386222E-4,4.700800752880099E-4,2.3134155197330872E-7,1.669554055606991E-4,3.0117826594131143E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,5.027968809503984E-4,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.305143311476243E-4,1.3733220922342343E-7,1.2047738894566397E-4,2.150554729254612E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.943294030806968E-4,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
thorough,2.18540664885392E-4,2.9725416478933056E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,0.0011131606483799072,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.943294030806968E-4,3.3053903347015116E-8,1.0737332977353022E-4,2.4779382958673193E-7,9.316527435822403E-8
inferior,2.622400579838507E-4,1.4855280599166946E-7,1.5801250605780445E-7,1.8808842844457262E-4,2.3157289352528201E-4,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6771065572520783E-4,7.345286986310256E-4,1.8220951920704218E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,0.0013713264918959439,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
textbook,8.303321682638139E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.409121283009355E-5,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4500607375196816E-4,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.3224866729140747E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
ebay,4.369939309845871E-8,1.487013587976611E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,3.352537683378031E-4,9.792900110705543E-4,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,3.6119145277316447E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,8.727356058969125E-4,5.885852422016133E-4,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
whistl,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,6.58074506516968E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,0.0011131606483799072,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,9.919476394439235E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
minus,4.369939309845871E-8,2.9725416478933056E-4,1.5801250605780445E-7,9.399721561447908E-8,9.255975494452083E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,6.975496520443852E-4,1.8437893706649055E-7,5.902625682690308E-8,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,7.222625485144152E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,1.472014835202385E-4,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
ground,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,1.8808842844457262E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.84563316003557E-4,5.902625682690308E-8,1.7377917955210478E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2047738894566397E-4,2.150554729254612E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.2076544330046767E-4,3.6362599072051324E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
tight,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3157289352528201E-4,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.489491262850722E-4,5.533211901365381E-4,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.8220951920704218E-4,1.8844411680294003E-7,1.7740008042373273E-4,6.60698478148248E-4,2.7480175065607026E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.9835647398543771E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
vertic,4.369939309845871E-8,1.487013587976611E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,3.352537683378031E-4,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,5.494661691029172E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.949320862790493E-4,2.908149303221968E-7,7.356395978022915E-8,6.611111208436494E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
thrown,1.3114187868847459E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,5.005326394482098E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,5.533211901365381E-4,2.951903103913423E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.150554729254612E-4,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,2.943294030806968E-4,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
grow,2.18540664885392E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.3402548255235306E-4,1.8844411680294003E-7,1.772228575661666E-7,3.305143311476243E-4,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.363752374000937E-5,3.3053903347015116E-8,2.1463939348335064E-4,2.4779382958673193E-7,9.316527435822403E-8
i5,1.748412717869333E-4,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,8.264266218334699E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.97518184026483E-4,1.0726606370982042E-7,2.4779382958673193E-7,1.8642371399080627E-4
mb,4.369939309845871E-8,1.4855280599166946E-7,1.5817051856386222E-4,9.399721561447908E-8,2.3134155197330872E-7,0.0013344757241669867,3.0117826594131143E-4,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.693301285939874E-5,1.6754311261259526E-7,2.4476131243952865E-7,1.5184632653798E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.9110574525251893E-4,7.356395978022915E-8,3.308695725036213E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.325843963258224E-5
distort,8.744248559001586E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,3.6894225307004754E-4,5.9085283083729974E-5,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,9.111994119985561E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,2.408344208594142E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.6362599072051324E-4,1.0726606370982042E-7,2.4779382958673193E-7,2.7958898834903027E-4
bell,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,5.640772909024889E-4,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,0.0011131606483799072,3.48600525759313E-7,1.8437893706649055E-7,1.7713779673753612E-4,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.8220951920704218E-4,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,9.919476394439235E-5,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
abus,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.489491262850722E-4,1.8437893706649055E-7,5.902625682690308E-8,8.693301285939874E-5,1.6754311261259526E-7,7.345286986310256E-4,6.0756748530793425E-5,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,4.121339598794937E-4,1.2047738894566397E-4,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,3.3053903347015116E-8,1.0726606370982042E-7,2.4779382958673193E-7,0.0011180764575730465
glitchi,4.374309249155716E-5,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,6.942559974718994E-4,1.669554055606991E-4,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.902625682690308E-8,8.684616669270605E-8,1.6754311261259526E-7,2.4476131243952865E-7,1.8220951920704218E-4,7.53964911328563E-4,3.546229379898993E-4,3.3018414700062375E-7,1.3746954143264685E-4,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,2.3141037733245284E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
sunlight,4.374309249155716E-5,1.487013587976611E-4,1.5801250605780445E-7,9.399721561447908E-8,2.3157289352528201E-4,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,6.493478513527607E-4,4.3431767963022296E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.9453754873031904E-7,2.908149303221968E-7,7.356395978022915E-8,1.653025706384226E-4,1.0726606370982042E-7,2.4779382958673193E-7,9.316527435822403E-8
quiet,4.369939309845871E-8,1.4855280599166946E-7,1.5801250605780445E-7,9.399721561447908E-8,2.3134155197330872E-7,1.6678861694375538E-7,3.008773885527587E-7,2.576912462025974E-7,2.2258761215355072E-7,3.48600525759313E-7,1.8437893706649055E-7,5.9085283083729974E-5,3.474715129375169E-4,1.6754311261259526E-7,2.4476131243952865E-7,3.0363192669062187E-8,1.8844411680294003E-7,1.772228575661666E-7,3.3018414700062375E-7,1.3733220922342343E-7,1.2035703191375024E-7,2.1484063229316808E-7,3.427459364898635E-7,3.949320862790493E-4,2.908149303221968E-7,7.356395978022915E-8,4.958416041085737E-4,1.0726606370982042E-7,7.436292825897825E-4,9.316527435822403E-8
