,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S0-T13,S0-T14,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12,S1-T13,S1-T14
powerpoint,1.6529515100179737E-4,2.3359186502314547E-7,1.7726317347831254E-4,9.358063951324593E-8,1.0579191164293359E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,5.616088790837072E-4,1.513552882251186E-7,1.6787055031827418E-7,2.56012128990215E-4,1.1569618067374474E-4,5.339802826197999E-4,1.5502984246952618E-7,3.3507723011303245E-4,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
xmas,3.305241971641619E-8,2.3359186502314547E-7,3.5434926086923415E-4,9.367422015275915E-5,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,1.6857665448382307E-4,6.082365816471545E-8,8.029859848061574E-5,0.0013623489493142925,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,0.0016362542374600466,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,5.623671967335105E-4,2.0481851952668078E-7,1.43526159293082E-7
spoke,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,2.1147813706044966E-4,2.2464239556316682E-4,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,1.6051697858113098E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1569618067374474E-4,7.634827351841446E-5,1.551848723119957E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,6.383519979722519E-4,1.6574482159310276E-7,6.546980062302646E-4,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,7.497604645554068E-4,2.0481851952668078E-7,2.8719584474545703E-4
disapoint,3.305241971641619E-8,2.3359186502314547E-7,0.0010626936104329208,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,6.71650071823415E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,6.970645928402644E-4,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,3.7497392891161426E-4,2.0481851952668078E-7,5.742481633316211E-4
ebay,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,1.8725485966600508E-4,1.0579191164293359E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,3.650027726464574E-4,1.6051697858113098E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,2.288922765522096E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,0.001166177086823878,1.873932678218962E-7,2.0481851952668078E-7,2.8719584474545703E-4
trial,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,4.307884807031088E-4,8.424620413984163E-8,1.217081399875956E-4,2.407353586816462E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.1355529600960107E-4,0.0031635968667133875,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
vertic,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,2.80835499179251E-4,1.0568622541751609E-7,8.978963283199107E-4,2.1528659705302792E-7,1.6857665448382307E-4,1.217081399875956E-4,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.56012128990215E-4,2.3127678074741581E-4,6.86524285653595E-4,1.5502984246952618E-7,3.347424876254071E-7,1.3952442660130065E-4,1.1325835101956868E-7,7.099103988114922E-5,1.6591056641469584E-4,3.2718541040992734E-7,1.1311538413295136E-4,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.8758066108971806E-4,2.0481851952668078E-7,1.43526159293082E-7
indoor,3.305241971641619E-8,2.3359186502314547E-7,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1550188365008092E-4,6.740538793228728E-4,6.082365816471545E-8,1.6051697858113098E-4,1.515066435133437E-4,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,5.339802826197999E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.4366968545237506E-4
narrow,6.613789185254878E-5,2.3359186502314547E-7,1.7708608739092164E-7,1.8725485966600508E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,3.650027726464574E-4,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,4.577082811029023E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.3342196838846264E-4,1.873932678218962E-7,6.14660377099569E-4,1.4366968545237506E-4
thorough,3.305241971641619E-8,7.010091869344595E-4,5.314353482601558E-4,9.358063951324593E-8,6.342230387305141E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,2.7890946816104155E-4,1.1325835101956868E-7,2.128312794039249E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,2.2705384274583404E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
author,9.919031156896497E-5,2.3359186502314547E-7,1.7726317347831254E-4,9.367422015275915E-5,4.2285058789548187E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092721177336397E-4,3.316553880077986E-4,3.2718541040992734E-7,1.1311538413295136E-4,2.4701293433828075E-7,1.7030456937771756E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0502333804620743E-4,1.43526159293082E-7
crippl,9.919031156896497E-5,2.338254568881686E-4,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,1.6051697858113098E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,3.1021471478152185E-4,3.3507723011303245E-4,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,3.316553880077986E-4,3.275125958203372E-4,1.1300238175120018E-7,2.4701293433828075E-7,5.108002095864164E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
malfunct,3.305241971641619E-8,0.001868968512050187,1.7708608739092164E-7,9.358063951324593E-8,1.0579191164293359E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.634827351841446E-5,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,2.837513991653128E-4,1.6574482159310276E-7,0.0022906250582799014,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.878611456758568E-4,2.331887796088538E-7,3.7497392891161426E-4,2.0481851952668078E-7,1.43526159293082E-7
airplan,3.30854721361326E-5,2.3359186502314547E-7,1.7708608739092164E-7,2.80835499179251E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,1.8253179815231105E-4,1.6051697858113098E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,8.364496344000053E-4,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1311538413295136E-4,2.4701293433828075E-7,5.680602264148459E-5,2.875735721037531E-7,2.331887796088538E-7,9.371537323773029E-4,2.0481851952668078E-7,1.43526159293082E-7
tie,3.9666208901671066E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,1.217081399875956E-4,2.407353586816462E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.551848723119957E-4,3.347424876254071E-7,1.393850415597409E-7,2.2662996039015692E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.675494829545329E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
prove,3.305572495838783E-4,2.3359186502314547E-7,1.7726317347831254E-4,9.358063951324593E-8,3.1716436247796576E-4,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,5.117685016078124E-4,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,1.4191115964253705E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,3.7497392891161426E-4,2.0481851952668078E-7,1.43526159293082E-7
fool,2.6445241015104587E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,3.1716436247796576E-4,2.2441797758558126E-7,2.1528659705302792E-7,1.6857665448382307E-4,1.8253179815231105E-4,8.021838010051524E-8,1.513552882251186E-7,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1311538413295136E-4,2.4701293433828075E-7,1.1355529600960107E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
1280x800,1.9834757071821355E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,3.3706906276350637E-4,1.217081399875956E-4,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,4.6243798089475805E-4,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,4.098418575728882E-4,2.8719584474545703E-4
april,9.919031156896497E-5,2.3359186502314547E-7,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,8.978963283199107E-4,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,9.929525967791912E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,5.742481633316211E-4
minus,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.433045034398145E-5,6.082365816471545E-8,8.021838010051524E-8,4.542172199635809E-4,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,2.288922765522096E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,6.796633644684316E-4,7.099103988114922E-5,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,9.882987502874614E-4,1.1355529600960107E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
inferior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.906521965945834E-4,7.029592240133549E-4,1.3938504155974092E-5,1.1325835101956868E-5,7.092011976138785E-6,1.6574482159310278E-5,3.2718541040992736E-5,3.503073834287206E-4,2.4701293433828078E-5,2.3267202080927754E-4,0.0011790516456253875,4.89696437178593E-4,1.873932678218962E-5,2.048185195266808E-5,1.43526159293082E-5
minimum,1.9834757071821355E-4,4.674173219113141E-4,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1550188365008092E-4,8.424620413984163E-8,6.082365816471545E-8,8.029859848061574E-5,1.513552882251186E-7,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,4.65244557251048E-4,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,3.3912014763535174E-4,2.4701293433828075E-7,1.7030456937771756E-4,2.875735721037531E-7,2.3342196838846264E-4,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
funni,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,3.7441613869249697E-4,4.2285058789548187E-4,2.2441797758558126E-7,2.1550188365008092E-4,8.424620413984163E-8,6.088448182288016E-5,1.6051697858113098E-4,1.513552882251186E-7,1.6787055031827418E-7,2.56012128990215E-4,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.099103988114922E-5,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,2.8380311611395055E-4,2.875735721037531E-7,2.3342196838846264E-4,1.873932678218962E-7,2.0502333804620743E-4,1.4366968545237506E-4
distort,9.919031156896497E-5,2.3359186502314547E-7,5.314353482601558E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.088448182288016E-5,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1569618067374474E-4,1.5262027503531203E-4,1.5502984246952618E-7,3.347424876254071E-7,2.7890946816104155E-4,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,0.0010242974161529307,7.177743226247031E-4
viewer,3.30854721361326E-5,4.674173219113141E-4,1.7726317347831254E-4,9.358063951324593E-8,1.0568622541751609E-7,2.2464239556316682E-4,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,6.418272591842223E-4,1.513552882251186E-7,1.6787055031827418E-7,2.5575637261759743E-7,1.1569618067374474E-4,8.390682886873901E-4,1.5502984246952618E-7,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.1355529600960107E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.4366968545237506E-4
i5,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,7.487386967454805E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,4.21315266903348E-4,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,3.359089711868666E-4,2.5575637261759743E-7,6.935991810421002E-4,7.627200151689757E-8,3.1021471478152185E-4,3.347424876254071E-7,1.3952442660130065E-4,1.1325835101956868E-7,7.092011976138784E-8,1.6591056641469584E-4,3.2718541040992734E-7,1.1311538413295136E-4,2.47259947272619E-4,5.674927336811648E-8,2.878611456758568E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
mb,3.305241971641619E-8,2.338254568881686E-4,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2441797758558126E-7,2.1528659705302792E-7,8.424620413984163E-8,6.088448182288016E-5,9.627007795862834E-4,1.515066435133437E-4,1.6787055031827418E-7,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,1.5502984246952618E-7,3.3507723011303245E-4,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,6.997995276061702E-4,1.8758066108971806E-4,2.0502333804620743E-4,1.43526159293082E-7
field,3.305572495838783E-4,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,2.2464239556316682E-4,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.515066435133437E-4,1.6803842086859244E-4,5.117685016078124E-4,1.1558060007367109E-7,1.5262027503531203E-4,3.1021471478152185E-4,3.347424876254071E-7,1.393850415597409E-7,1.1325835101956868E-7,7.092011976138784E-8,4.974002096009014E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,5.754347177796099E-4,2.331887796088538E-7,1.873932678218962E-7,2.0481851952668078E-7,7.177743226247031E-4
insist,3.30854721361326E-5,2.3359186502314547E-7,1.7708608739092164E-7,2.80835499179251E-4,1.0568622541751609E-7,2.2441797758558126E-7,2.1550188365008092E-4,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,1.6787055031827418E-7,5.117685016078124E-4,1.1558060007367109E-7,7.634827351841446E-5,6.202743997205742E-4,3.347424876254071E-7,2.7890946816104155E-4,1.1337160937058823E-4,4.965117584494763E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,4.6661074799731644E-4,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
glitchi,3.305241971641619E-8,2.3359186502314547E-7,1.7708608739092164E-7,9.358063951324593E-8,1.0568622541751609E-7,0.0015711502610766545,2.1528659705302792E-7,8.424620413984163E-8,6.082365816471545E-8,8.021838010051524E-8,1.513552882251186E-7,6.71650071823415E-4,2.5575637261759743E-7,1.1558060007367109E-7,7.627200151689757E-8,4.65244557251048E-4,3.347424876254071E-7,1.393850415597409E-7,1.1337160937058823E-4,7.092011976138784E-8,3.316553880077986E-4,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,5.674927336811648E-8,2.875735721037531E-7,0.0016325546460415855,1.873932678218962E-7,2.0481851952668078E-7,1.43526159293082E-7
abus,3.305241971641619E-8,4.674173219113141E-4,1.7708608739092164E-7,9.358063951324593E-8,3.1716436247796576E-4,2.2441797758558126E-7,2.1550188365008092E-4,8.424620413984163E-8,6.082365816471545E-8,8.029859848061574E-5,1.513552882251186E-7,1.6803842086859244E-4,2.5575637261759743E-7,1.1558060007367109E-7,1.5262027503531203E-4,1.5502984246952618E-7,3.3507723011303245E-4,1.393850415597409E-7,1.1337160937058823E-4,5.674318782108641E-4,1.6574482159310276E-7,3.2718541040992734E-7,1.1300238175120018E-7,2.4701293433828075E-7,1.1355529600960107E-4,2.875735721037531E-7,2.331887796088538E-7,1.873932678218962E-7,4.098418575728882E-4,1.43526159293082E-7
