,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S0-T5,S0-T6,S0-T7,S0-T8,S0-T9,S0-T10,S0-T11,S0-T12,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4,S1-T5,S1-T6,S1-T7,S1-T8,S1-T9,S1-T10,S1-T11,S1-T12
fell,1.1754778182286195E-4,0.001052356897650062,2.5088750986435526E-4,1.6098688826189864E-7,1.4620554218424649E-7,4.1173402174273936E-4,1.4987978174149826E-4,1.4758653219762547E-7,1.1534443115932919E-7,0.0010208983030135822,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,7.670796485966143E-4,0.0012442050540920858,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,4.5769720436443213E-4,2.217842722126929E-7
china,3.5240848476564306E-4,4.5109599340777546E-4,2.5088750986435526E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.154597755904885E-4,2.917893878489041E-4,1.1308781064938866E-7,8.061336437724283E-4,1.3259634516738034E-7,5.880463017751915E-4,2.403912030281599E-7,1.9494103666566303E-4,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,1.7336677585944713E-4,3.412994897052407E-4,0.0013531500690180196,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
flashlight,2.349781332942525E-4,1.5031522606057162E-7,8.777928318642435E-4,1.6098688826189864E-7,1.4620554218424649E-7,5.489329626766746E-4,1.4973005168980844E-7,4.42907183125074E-4,2.308042067498177E-4,1.458217830329356E-7,0.0013571668156033133,1.6119448985651435E-7,1.3259634516738034E-7,1.471218065675997E-4,2.403912030281599E-7,1.9474629037528778E-7,4.959247919272069E-4,2.7786376117498585E-7,1.9191370363539384E-4,1.7771819084303467E-7,1.7336677585944713E-4,1.705644626213097E-7,1.5033330396822794E-7,5.906450174241264E-4,2.2873423506468374E-7,2.217842722126929E-7
gorilla,3.5240848476564306E-4,0.0025555091582557784,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,1.1320089846003804E-4,1.6119448985651435E-7,1.3272894151254773E-4,1.4697483173586387E-7,7.214140002875077E-4,1.9474629037528778E-7,4.959247919272069E-4,2.7786376117498585E-7,5.753576669428741E-4,3.556140998769123E-4,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
brought,2.349781332942525E-4,1.5031522606057162E-7,2.5088750986435526E-4,3.221347634120591E-4,1.4620554218424649E-7,8.233308445445449E-4,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,0.0012897171133419711,1.3259634516738034E-7,4.4107147003932747E-4,2.403912030281599E-7,1.9494103666566303E-4,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,6.929475226909572E-4,1.705644626213097E-7,0.0013531500690180196,1.9681606711900245E-7,2.2873423506468374E-7,6.655746009102913E-4
incom,3.5240848476564306E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4987978174149826E-4,1.4758653219762547E-7,3.461486379091469E-4,1.458217830329356E-7,1.1308781064938866E-7,4.837446640593995E-4,1.3259634516738034E-7,4.4107147003932747E-4,0.0016829788124001475,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,3.8363568528913393E-4,8.887686724060163E-4,1.7319358227717E-7,1.705644626213097E-7,0.0013531500690180196,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
finish,1.1743035147139057E-7,3.007807673472038E-4,5.016496386643105E-4,1.6098688826189864E-7,1.463517477264307E-4,1.3733613987486907E-4,1.4973005168980844E-7,2.953206509274485E-4,2.308042067498177E-4,1.458217830329356E-7,1.1320089846003804E-4,1.6119448985651435E-7,7.957106673494495E-4,1.471218065675997E-4,2.403912030281599E-7,1.9474629037528778E-7,2.4808631520196605E-4,5.560053861111466E-4,1.9172198165374012E-7,5.33332290719947E-4,1.7319358227717E-7,5.118639523265504E-4,6.014835491768801E-4,1.9681606711900245E-7,9.151656744937997E-4,2.217842722126929E-7
enabl,2.349781332942525E-4,3.007807673472038E-4,1.2538106439997764E-7,1.6098688826189864E-7,4.3876283209492366E-4,1.3719894093393514E-7,7.487999885007321E-4,2.953206509274485E-4,1.154597755904885E-4,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,2.6532528667992807E-4,1.4697483173586387E-7,4.810227972593479E-4,9.739261981668142E-4,2.4808631520196605E-4,2.7786376117498585E-7,3.8363568528913393E-4,0.001066486863249051,1.7319358227717E-7,3.412994897052407E-4,1.5033330396822794E-7,1.9681606711900245E-7,6.864314394291159E-4,2.217842722126929E-7
voicemail,7.046995391798149E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.611478751501605E-4,1.4620554218424649E-7,1.3733613987486907E-4,2.996098334313067E-4,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,2.262887091094267E-4,1.6119448985651435E-7,1.3259634516738034E-7,5.880463017751915E-4,4.810227972593479E-4,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,5.753576669428741E-4,1.7771819084303467E-7,1.7319358227717E-7,0.0015352507280544086,1.5033330396822794E-7,1.9701288318612145E-4,0.0011438999095584835,2.217842722126929E-7
2nd,1.1743035147139057E-7,6.014112194683472E-4,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,4.1173402174273936E-4,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,8.750765199806467E-4,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,5.880463017751915E-4,0.0012021964063438277,7.791799077915265E-4,2.4808631520196605E-4,2.7786376117498585E-7,1.9191370363539384E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5048363727219617E-4,1.9701288318612145E-4,4.5769720436443213E-4,2.217842722126929E-7
caller,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,0.001288056092983451,1.4620554218424649E-7,5.489329626766746E-4,2.996098334313067E-4,4.42907183125074E-4,1.1534443115932919E-7,1.458217830329356E-7,4.524643304082041E-4,1.6119448985651435E-7,1.3259634516738034E-7,5.880463017751915E-4,2.403912030281599E-7,5.844336174162386E-4,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,8.887686724060163E-4,1.7319358227717E-7,1.705644626213097E-7,6.014835491768801E-4,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
rear,7.046995391798149E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3733613987486907E-4,1.4973005168980844E-7,1.4758653219762547E-7,8.075263625464637E-4,1.458217830329356E-7,0.001130991194304536,1.6135568434637085E-4,5.305179770146889E-4,1.471218065675997E-4,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,5.753576669428741E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,3.938289503051239E-4,2.2873423506468374E-7,2.217842722126929E-7
assum,7.046995391798149E-4,1.5031522606057162E-7,1.2538106439997764E-7,3.221347634120591E-4,5.849683742791702E-4,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,1.3272894151254773E-4,2.940966383034636E-4,2.403912030281599E-7,1.9474629037528778E-7,2.4808631520196605E-4,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,5.197539404137872E-4,8.529928775691699E-4,7.51816853145108E-4,1.9681606711900245E-7,2.2873423506468374E-7,4.437903286975984E-4
began,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,4.3761117088183973E-4,1.1308781064938866E-7,1.6119448985651435E-7,9.283070125168299E-4,1.4697483173586387E-7,2.403912030281599E-7,3.896873270409508E-4,2.4783847672524084E-7,8.338691472861324E-4,1.9191370363539384E-4,0.0017773596266211895,6.929475226909572E-4,1.705644626213097E-7,6.014835491768801E-4,1.9681606711900245E-7,2.2896296929974838E-4,4.437903286975984E-4
advantag,1.1743035147139057E-7,1.5031522606057162E-7,0.0011285549606641987,1.6098688826189864E-7,4.3876283209492366E-4,1.3719894093393514E-7,1.4987978174149826E-4,1.4758653219762547E-7,3.461486379091469E-4,7.29254736947711E-4,5.655521410575928E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9494103666566303E-4,4.959247919272069E-4,2.7786376117498585E-7,3.8363568528913393E-4,3.556140998769123E-4,3.4656035813661714E-4,1.705644626213097E-7,1.5033330396822794E-7,1.9701288318612145E-4,2.2873423506468374E-7,2.217842722126929E-7
soft,1.1743035147139057E-7,1.5046554128663218E-4,1.2538106439997764E-7,4.831216516739578E-4,1.463517477264307E-4,1.3719894093393514E-7,5.990699368109237E-4,2.953206509274485E-4,8.075263625464637E-4,1.458217830329356E-7,2.262887091094267E-4,4.837446640593995E-4,1.3259634516738034E-7,1.471218065675997E-4,2.40631594231188E-4,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,9.02150157113336E-4,3.938289503051239E-4,4.5769720436443213E-4,2.217842722126929E-7
digit,1.1754778182286195E-4,4.5109599340777546E-4,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,5.489329626766746E-4,2.996098334313067E-4,1.4758653219762547E-7,8.075263625464637E-4,1.458217830329356E-7,0.0013571668156033133,3.225501742028852E-4,1.3259634516738034E-7,1.4697483173586387E-7,2.40631594231188E-4,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,7.110504815629817E-4,1.7336677585944713E-4,1.705644626213097E-7,1.5033330396822794E-7,3.938289503051239E-4,2.2873423506468374E-7,2.217842722126929E-7
multitask,1.1743035147139057E-7,9.020416715894904E-4,2.5088750986435526E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3733613987486907E-4,1.4973005168980844E-7,7.38080247520325E-4,0.001153559656024451,1.458217830329356E-7,2.262887091094267E-4,8.061336437724283E-4,1.3259634516738034E-7,1.4697483173586387E-7,2.40631594231188E-4,1.9474629037528778E-7,2.4783847672524084E-7,5.560053861111466E-4,5.753576669428741E-4,1.7771819084303467E-7,1.7336677585944713E-4,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2896296929974838E-4,2.217842722126929E-7
bang,1.1754778182286195E-4,0.001052356897650062,0.0012539360250641762,4.831216516739578E-4,1.4620554218424649E-7,1.3719894093393514E-7,2.996098334313067E-4,5.904937153226995E-4,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,7.214140002875077E-4,1.9494103666566303E-4,2.4783847672524084E-7,2.7786376117498585E-7,1.9191370363539384E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,6.014835491768801E-4,1.9681606711900245E-7,2.2896296929974838E-4,2.217842722126929E-7
4s,1.1743035147139057E-7,0.002405193932195207,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,4.1173402174273936E-4,1.4973005168980844E-7,1.4758653219762547E-7,8.075263625464637E-4,1.458217830329356E-7,6.786399517069814E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,7.791799077915265E-4,2.4808631520196605E-4,2.7786376117498585E-7,1.9191370363539384E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,3.938289503051239E-4,2.2873423506468374E-7,2.2200605648490553E-4
admit,1.1743035147139057E-7,1.5031522606057162E-7,3.762685742643329E-4,1.6098688826189864E-7,5.849683742791702E-4,1.3719894093393514E-7,1.4973005168980844E-7,2.953206509274485E-4,1.1534443115932919E-7,4.3761117088183973E-4,1.1320089846003804E-4,1.6119448985651435E-7,9.283070125168299E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,6.929475226909572E-4,1.705644626213097E-7,9.02150157113336E-4,1.9681606711900245E-7,2.2896296929974838E-4,6.655746009102913E-4
forum,1.1743035147139057E-7,1.5046554128663218E-4,2.5088750986435526E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,2.917893878489041E-4,1.1308781064938866E-7,6.44939153915914E-4,1.3259634516738034E-7,8.819959652469192E-4,2.403912030281599E-7,1.9474629037528778E-7,7.437632686524477E-4,2.7786376117498585E-7,1.9172198165374012E-7,8.887686724060163E-4,3.4656035813661714E-4,1.705644626213097E-7,6.014835491768801E-4,5.906450174241264E-4,2.2896296929974838E-4,0.001109143145335677
bb,1.1743035147139057E-7,1.5031522606057162E-7,5.016496386643105E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,5.904937153226995E-4,3.461486379091469E-4,2.917893878489041E-4,1.1308781064938866E-7,9.673281336289426E-4,0.0015912887383537314,1.4697483173586387E-7,0.002404152421484627,5.844336174162386E-4,7.437632686524477E-4,5.560053861111466E-4,1.9172198165374012E-7,1.7789590903387768E-4,1.7319358227717E-7,1.705644626213097E-7,9.02150157113336E-4,1.9681606711900245E-7,0.0011438999095584835,2.217842722126929E-7
report,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.463517477264307E-4,1.3719894093393514E-7,2.996098334313067E-4,1.4758653219762547E-7,1.1534443115932919E-7,5.834329539147755E-4,1.1308781064938866E-7,0.001128522623485457,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9191370363539384E-4,8.887686724060163E-4,6.929475226909572E-4,6.824284149478601E-4,1.5033330396822794E-7,1.9681606711900245E-7,0.0013726341446231671,6.655746009102913E-4
greatest,1.1743035147139057E-7,1.5031522606057162E-7,2.5088750986435526E-4,1.6098688826189864E-7,8.773794586476631E-4,8.233308445445449E-4,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,8.750765199806467E-4,1.1308781064938866E-7,8.061336437724283E-4,1.3259634516738034E-7,1.471218065675997E-4,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,5.560053861111466E-4,5.753576669428741E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,3.008169412404241E-4,3.938289503051239E-4,6.864314394291159E-4,2.217842722126929E-7
led,5.872691877084243E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,0.001038215224865122,1.458217830329356E-7,0.0020356936794996457,1.6119448985651435E-7,1.3272894151254773E-4,1.4697483173586387E-7,2.40631594231188E-4,1.9474629037528778E-7,2.4808631520196605E-4,2.7786376117498585E-7,3.8363568528913393E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,5.906450174241264E-4,2.2873423506468374E-7,2.217842722126929E-7
bodi,3.5240848476564306E-4,7.517264455289187E-4,1.2538106439997764E-7,6.441085399358564E-4,1.4620554218424649E-7,1.3719894093393514E-7,1.4987978174149826E-4,4.42907183125074E-4,4.6149306906847614E-4,4.3761117088183973E-4,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4808631520196605E-4,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,3.4656035813661714E-4,6.824284149478601E-4,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,0.00133092741754837
unus,5.872691877084243E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4773411872982307E-4,1.1534443115932919E-7,1.458217830329356E-7,2.262887091094267E-4,4.837446640593995E-4,1.3259634516738034E-7,1.4697483173586387E-7,2.40631594231188E-4,3.896873270409508E-4,2.4783847672524084E-7,2.7786376117498585E-7,9.588016302503544E-4,1.7771819084303467E-7,1.7319358227717E-7,6.824284149478601E-4,1.5033330396822794E-7,5.906450174241264E-4,0.001601368379687851,6.655746009102913E-4
attract,3.6403408956131074E-4,4.6597720078777206E-4,6.39443428439886E-4,9.820200183975815E-4,3.070316385869176E-4,2.8811777596126384E-4,1.4973005168980846E-5,4.575182498126389E-4,1.153444311593292E-5,7.436910934679715E-4,5.767478343118821E-4,3.3850842869868013E-4,1.3259634516738035E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polici,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,4.1173402174273936E-4,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,4.3761117088183973E-4,1.1308781064938866E-7,8.061336437724283E-4,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,5.560053861111466E-4,0.0017256895568653146,1.7771819084303467E-7,0.0010393346872452972,8.529928775691699E-4,1.5033330396822794E-7,1.9701288318612145E-4,2.2873423506468374E-7,6.655746009102913E-4
flawless,1.1743035147139057E-7,7.517264455289187E-4,7.524117674642659E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,4.4933988512111517E-4,2.953206509274485E-4,1.1534443115932919E-7,1.458217830329356E-7,3.3937651975881537E-4,6.44939153915914E-4,1.3272894151254773E-4,1.4697483173586387E-7,7.214140002875077E-4,1.9494103666566303E-4,2.4783847672524084E-7,2.7786376117498585E-7,5.753576669428741E-4,1.7789590903387768E-4,3.4656035813661714E-4,1.705644626213097E-7,1.5033330396822794E-7,1.9681606711900245E-7,2.2873423506468374E-7,8.873588731229843E-4
twitter,1.1743035147139057E-7,1.5031522606057162E-7,0.0020062224114640423,1.6098688826189864E-7,1.4620554218424649E-7,2.745350808088042E-4,4.4933988512111517E-4,0.0011808398441132011,1.1534443115932919E-7,5.834329539147755E-4,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9191370363539384E-4,5.33332290719947E-4,1.7319358227717E-7,1.705644626213097E-7,1.5048363727219617E-4,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
garbag,1.1743035147139057E-7,1.5046554128663218E-4,1.2538106439997764E-7,1.6098688826189864E-7,1.463517477264307E-4,9.6052978547848E-4,1.4973005168980844E-7,4.42907183125074E-4,2.308042067498177E-4,7.29254736947711E-4,1.1308781064938866E-7,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.781416249361608E-4,1.9191370363539384E-4,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,3.938289503051239E-4,2.2873423506468374E-7,0.0019962802341864485
accur,1.1743035147139057E-7,6.014112194683472E-4,2.5088750986435526E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,4.4933988512111517E-4,1.4758653219762547E-7,5.768375002278053E-4,1.458217830329356E-7,7.917277623563701E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,3.896873270409508E-4,2.4783847672524084E-7,8.338691472861324E-4,1.9172198165374012E-7,1.7789590903387768E-4,1.7336677585944713E-4,1.705644626213097E-7,4.5115024520865204E-4,9.842771516621314E-4,2.2873423506468374E-7,4.437903286975984E-4
essenti,3.5240848476564306E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,0.0010235850008319097,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,2.308042067498177E-4,4.3761117088183973E-4,1.1308781064938866E-7,3.225501742028852E-4,1.3272894151254773E-4,2.940966383034636E-4,2.403912030281599E-7,1.9494103666566303E-4,2.4783847672524084E-7,8.338691472861324E-4,1.9172198165374012E-7,1.7771819084303467E-7,1.7319358227717E-7,5.118639523265504E-4,1.5048363727219617E-4,3.938289503051239E-4,9.151656744937997E-4,2.217842722126929E-7
secur,1.1743035147139057E-7,3.007807673472038E-4,8.777928318642435E-4,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,8.856667797179504E-4,1.1534443115932919E-7,1.458217830329356E-7,6.786399517069814E-4,1.6119448985651435E-7,2.6532528667992807E-4,1.4697483173586387E-7,2.403912030281599E-7,0.001168672488542102,2.4783847672524084E-7,2.7786376117498585E-7,0.0011505236119040945,1.7771819084303467E-7,6.929475226909572E-4,6.824284149478601E-4,1.5033330396822794E-7,1.9701288318612145E-4,2.2873423506468374E-7,0.001552711689761063
moder,5.872691877084243E-4,7.517264455289187E-4,6.270307030642882E-4,1.611478751501605E-4,1.4620554218424649E-7,5.489329626766746E-4,1.4973005168980844E-7,2.953206509274485E-4,1.1534443115932919E-7,1.458217830329356E-7,6.786399517069814E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,9.618052033156677E-4,3.896873270409508E-4,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,1.9701288318612145E-4,2.2896296929974838E-4,2.217842722126929E-7
written,2.349781332942525E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,8.856667797179504E-4,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,1.6135568434637085E-4,1.3272894151254773E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,4.959247919272069E-4,2.7786376117498585E-7,3.8363568528913393E-4,1.7771819084303467E-7,0.001212528269522467,8.529928775691699E-4,4.5115024520865204E-4,3.938289503051239E-4,2.2873423506468374E-7,4.437903286975984E-4
mark,1.1743035147139057E-7,7.517264455289187E-4,3.762685742643329E-4,3.221347634120591E-4,1.4620554218424649E-7,1.3719894093393514E-7,1.4973005168980844E-7,1.4758653219762547E-7,1.1534443115932919E-7,1.458217830329356E-7,1.1308781064938866E-7,6.44939153915914E-4,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9494103666566303E-4,2.4783847672524084E-7,2.7786376117498585E-7,0.0015339675752115746,1.7771819084303467E-7,0.0010393346872452972,1.705644626213097E-7,0.0010524834610815639,1.9681606711900245E-7,2.2873423506468374E-7,2.2200605648490553E-4
eas,7.046995391798149E-4,1.5031522606057162E-7,7.524117674642659E-4,6.441085399358564E-4,4.3876283209492366E-4,1.3719894093393514E-7,2.996098334313067E-4,1.4758653219762547E-7,9.228707937057928E-4,1.458217830329356E-7,7.917277623563701E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,3.938289503051239E-4,2.2873423506468374E-7,2.217842722126929E-7
conveni,1.1743035147139057E-7,4.5109599340777546E-4,5.016496386643105E-4,1.6098688826189864E-7,1.4620554218424649E-7,9.6052978547848E-4,5.990699368109237E-4,1.4758653219762547E-7,1.1534443115932919E-7,2.917893878489041E-4,1.1308781064938866E-7,4.837446640593995E-4,1.3259634516738034E-7,2.940966383034636E-4,2.403912030281599E-7,1.9474629037528778E-7,2.4808631520196605E-4,2.7786376117498585E-7,1.9172198165374012E-7,1.7789590903387768E-4,1.7319358227717E-7,8.529928775691699E-4,3.008169412404241E-4,5.906450174241264E-4,2.2873423506468374E-7,2.217842722126929E-7
outdat,1.1743035147139057E-7,7.517264455289187E-4,1.2538106439997764E-7,1.6098688826189864E-7,4.3876283209492366E-4,1.3733613987486907E-4,1.4973005168980844E-7,1.4758653219762547E-7,2.308042067498177E-4,1.458217830329356E-7,2.262887091094267E-4,1.6119448985651435E-7,3.979216318473084E-4,1.4697483173586387E-7,2.40631594231188E-4,3.896873270409508E-4,2.4783847672524084E-7,2.781416249361608E-4,1.9172198165374012E-7,0.0014219232449351202,1.7319358227717E-7,1.705644626213097E-7,1.5033330396822794E-7,3.938289503051239E-4,4.5769720436443213E-4,6.655746009102913E-4
copi,7.046995391798149E-4,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,1.4620554218424649E-7,1.3719894093393514E-7,8.985300401905406E-4,1.4758653219762547E-7,4.6149306906847614E-4,2.917893878489041E-4,3.3937651975881537E-4,4.837446640593995E-4,5.305179770146889E-4,1.4697483173586387E-7,2.403912030281599E-7,1.9474629037528778E-7,4.959247919272069E-4,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,5.197539404137872E-4,1.705644626213097E-7,1.5033330396822794E-7,7.874610845431289E-4,2.2896296929974838E-4,2.217842722126929E-7
blow,0.0012918512965367675,3.007807673472038E-4,5.016496386643105E-4,1.6098688826189864E-7,2.925572899106772E-4,1.3719894093393514E-7,1.4973005168980844E-7,2.953206509274485E-4,1.1534443115932919E-7,2.917893878489041E-4,5.655521410575928E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.471218065675997E-4,7.214140002875077E-4,1.9474629037528778E-7,2.4783847672524084E-7,2.7786376117498585E-7,1.9172198165374012E-7,1.7789590903387768E-4,1.7319358227717E-7,1.705644626213097E-7,3.008169412404241E-4,1.9681606711900245E-7,2.2873423506468374E-7,2.217842722126929E-7
cord,1.1743035147139057E-7,1.5031522606057162E-7,1.2538106439997764E-7,1.6098688826189864E-7,4.3876283209492366E-4,6.861319036106097E-4,1.4973005168980844E-7,1.4758653219762547E-7,1.154597755904885E-4,7.29254736947711E-4,1.1320089846003804E-4,1.6119448985651435E-7,1.3259634516738034E-7,1.4697483173586387E-7,7.214140002875077E-4,0.001168672488542102,2.4783847672524084E-7,8.338691472861324E-4,1.9172198165374012E-7,3.556140998769123E-4,0.001558915434076807,1.705644626213097E-7,0.0013531500690180196,1.9681606711900245E-7,6.864314394291159E-4,4.437903286975984E-4
pleasant,1.1743035147139057E-7,3.007807673472038E-4,6.270307030642882E-4,8.050954281977551E-4,1.463517477264307E-4,1.3733613987486907E-4,1.4973005168980844E-7,1.4758653219762547E-7,3.461486379091469E-4,1.458217830329356E-7,1.1308781064938866E-7,1.6119448985651435E-7,0.0014586923931863512,1.4697483173586387E-7,2.403912030281599E-7,3.896873270409508E-4,2.4808631520196605E-4,2.7786376117498585E-7,1.9172198165374012E-7,1.7771819084303467E-7,1.7319358227717E-7,1.70735027083931E-4,1.5033330396822794E-7,1.9681606711900245E-7,2.2896296929974838E-4,6.655746009102913E-4
